cyclomatic_complexity,halstead_volume,maintainability_index,loc,defect_risk,source
3,16.9,100,23,Low,nasa_kc1
2,10,100,1,Low,nasa_kc1
2,370.29,88.3,24,Low,nasa_kc1
10,1716.58,45.24566242204094,56,Medium,nasa_kc2
3,3681.96,62.99,54,Medium,nasa_kc1
1,1332.76,89.49,15,Low,nasa_kc1
37,11883.61,24.58,245,High,nasa_kc1
6,10,100,15,Low,nasa_kc1
1,890.13,77.4,36,Low,nasa_kc2
7,411.74,91.12,79,Low,synthetic
6,1574.21,48.02114689888974,57,Medium,nasa_pc1
4,1128.77,100,1,Low,nasa_kc1
9,1977.23,70.77,244,Medium,synthetic
9,6143.3,56.97,61,Medium,nasa_kc1
15,14626.64,27.78,257,High,nasa_kc1
3,10,100,18,Low,nasa_kc1
3,715.47,79.92,46,Low,synthetic
1,384.6,100,10,Low,nasa_pc1
13,10,87.90845377285689,1,Low,nasa_kc1
9,1596.56,59.29,163,Medium,synthetic
32,15054.98,17.0441206552214,201,High,nasa_kc1
6,3401.39,55.47,215,Medium,synthetic
18,5149.35,48.71,202,High,synthetic
4,2863.49,100,1,Low,nasa_kc1
4,1187.64,52.53,146,Low,nasa_kc1
10,2390.07,37.96175608520814,69,Medium,nasa_kc1
7,4491.69,64.73,43,Medium,nasa_kc1
5,10,93.26,54,Low,nasa_kc1
5,600.27,82.03,29,Low,nasa_kc1
2,10,94.25,53,Low,nasa_pc1
19,2483.95,48.73610924356112,20,High,nasa_kc1
1,310.18,100,5,Low,nasa_pc1
1,238.56,93.77,20,Low,nasa_kc1
6,10,67.0407469776884,74,Low,nasa_kc1
3,651.69,71.41,56,Low,nasa_pc1
4,1212.45,79.18,28,Low,nasa_kc1
11,4210.32,63.05,46,High,nasa_pc1
1,118.11,98.26,19,Low,nasa_pc1
1,74.37,100,1,Low,nasa_pc1
3,507.34,100,1,Low,nasa_pc1
3,1389.6,87.76,16,Low,nasa_kc1
6,8866.94,53.3,71,High,nasa_kc1
10,2149.17,59.98,70,Medium,nasa_pc1
5,6987.4,73.57815335044384,1,Medium,nasa_kc1
4,1917.26,100,6,Low,nasa_pc1
7,822.59,95.11,94,Low,synthetic
5,6965.27,52.3160326971281,36,Medium,nasa_kc1
9,7184.3,70.61,25,Medium,nasa_kc1
1,444.86,82.42,33,Low,nasa_kc2
3,4851.54,58.06,67,Medium,nasa_kc1
2,175.85,83.9,40,Low,nasa_kc1
11,10,91.54665003197705,17,Low,nasa_pc1
2,1621.15,89.35,14,Low,nasa_kc1
2,10,100,36,Low,nasa_kc1
7,351.72,79.55,39,Low,nasa_kc1
16,2633.92,45.19,150,High,nasa_kc1
14,4645.52,38.53,194,High,nasa_kc1
21,5015.9,18.229772906238797,277,High,nasa_kc1
6,2364.16,69.88,39,Medium,nasa_pc1
1,96.21,96.23,23,Low,nasa_kc2
8,2609.36,40.68592579739585,84,Medium,nasa_kc1
4,10,90.48,65,Low,nasa_kc1
14,1205.66,63.24,130,Medium,synthetic
35,7089.09,50.47,600,High,synthetic
7,1765.02,58.4,229,Medium,synthetic
3,1223.03,100,1,Low,nasa_kc1
1,644.65,75.46,45,Low,nasa_kc1
4,3108.27,100,4,Low,nasa_kc1
5,1767.92,85.07,17,Low,nasa_kc1
2,486.2,100,1,Low,nasa_pc1
4,2007.34,68.87,45,Low,nasa_kc1
1,1419.24,98.26,55,Low,synthetic
6,2209.51,58.06,123,Medium,synthetic
1,553.06,100,6,Low,nasa_pc1
18,6768.78,2.351490153187534,311,High,nasa_kc1
39,17898.26,3.7110908223096644,244,High,nasa_kc1
1,564.46,98.98,11,Low,nasa_kc1
13,1750.58,59.25,104,Medium,synthetic
7,3860.88,65.1,223,Medium,synthetic
16,3778.01,30.856950259511528,129,High,nasa_kc1
1,455.13,79.59,39,Low,nasa_kc1
5,2243.1,56.48,92,Medium,nasa_kc2
2,540.66,100,1,Low,nasa_pc1
6,4557.01,61.49,53,Medium,nasa_kc1
5,1141.22,81.1,25,Low,nasa_kc1
2,88.3,100,10,Low,nasa_kc1
3,8762.48,27.709339862044008,162,High,nasa_kc1
11,3685.73,77.21,217,Medium,synthetic
9,5203.08,38.04,207,High,nasa_kc1
7,532.73,91.56,11,Low,synthetic
1,248.85,100,8,Low,nasa_kc1
7,2090.01,40.64216677875174,85,Medium,nasa_kc1
11,20572.1,9.902420846387505,340,High,nasa_kc1
3,242.47,95.86,17,Low,nasa_kc1
10,3223.31,51.68,152,Medium,synthetic
22,9794.93,43.500954830335125,33,High,nasa_kc1
23,16452.15,0,375,High,nasa_kc1
4,3302.33,73.97,28,Low,nasa_kc1
9,2536.02,51.21,126,Medium,synthetic
1,518.91,100,1,Low,nasa_pc1
30,13126.53,20.413319041690496,166,High,nasa_kc1
1,10,100,27,Low,nasa_kc1
2,3925.7,66.2,44,Low,nasa_kc1
7,2676.77,54.40218427713027,52,Medium,nasa_kc1
8,4589.92,100,1,Medium,nasa_kc1
7,573.66,77.96,97,Low,synthetic
1,1388.83,100,1,Low,nasa_kc1
12,2286.5,50.46,120,Medium,nasa_pc1
3,313.74,83.29,34,Low,nasa_kc1
4,10,85.17348413240926,13,Low,nasa_pc1
6,152.01,76.87,79,Low,synthetic
7,401.48,83.85,54,Low,synthetic
17,12988.13,29.716120895984957,101,High,nasa_kc2
4,10,100,1,Low,nasa_pc1
8,2192.86,66.84787906860821,30,Medium,nasa_pc1
4,10,100,32,Low,nasa_kc1
18,8202.54,30.1,257,High,nasa_kc1
1,262.26,100,1,Low,nasa_kc1
29,10807.72,17.59,496,High,synthetic
1,1277.27,100,1,Low,nasa_kc1
4,5111.05,38.224881162001594,44,Medium,nasa_kc1
3,606.44,100,1,Low,nasa_kc1
20,9235.35,30.81,500,High,synthetic
1,10,96.77,46,Low,nasa_kc1
1,949.72,85.8,21,Low,nasa_kc1
4,546.93,91.19,55,Low,synthetic
2,618.85,100,7,Low,nasa_kc1
3,10,100,28,Low,nasa_kc1
8,2951.18,77.18,195,Medium,synthetic
6,1444.91,99.14,83,Low,synthetic
1,1278.45,91.01,18,Low,synthetic
12,3635.1,65.65,170,Medium,synthetic
2,613.67,100,1,Low,nasa_kc1
2,540.46,100,1,Low,nasa_pc1
7,4947.23,59.1,104,Medium,synthetic
3,849.62,75.08,41,Low,nasa_kc1
6,1162.97,73.15,40,Low,nasa_kc2
35,5622.93,23.69,417,High,synthetic
6,4297.88,72.14,28,Medium,nasa_kc2
15,6258.42,51.1,542,High,synthetic
4,109.88,100,1,Low,nasa_kc1
8,3606.09,80.67,17,Low,nasa_kc1
13,4738.28,67.30141236516472,8,Medium,nasa_kc1
1,734.25,100,5,Low,nasa_pc1
3,1086.55,90.95,25,Low,synthetic
9,10082.27,35.99872747347813,45,High,nasa_kc1
1,795.23,95.79,12,Low,nasa_kc1
1,628.14,89.57,19,Low,nasa_kc1
6,3965.69,62.22,53,Medium,nasa_kc2
6,10,100,12,Low,nasa_pc1
1,268.87,79.66,58,Low,synthetic
7,150.53,81.07,23,Low,synthetic
13,6269.54,49.65,90,High,nasa_pc1
2,324.25,82.42,36,Low,nasa_kc1
1,10,100,27,Low,nasa_pc1
35,11712.63,42.65,214,High,synthetic
1,1735.43,78.0,28,Low,nasa_pc1
2,10,100,24,Low,nasa_kc1
8,4335.48,55.44,153,High,synthetic
1,533.79,100,6,Low,nasa_kc2
16,10,100,1,Medium,nasa_kc1
2,868.05,75.2,41,Low,nasa_pc1
6,1566.94,66.15,56,Medium,nasa_kc1
15,8720.81,40.08,142,High,nasa_pc1
2,73.81,100,16,Low,nasa_kc2
6,2229.47,58.95,78,Medium,nasa_kc1
11,3838.04,53.4,86,Medium,nasa_pc1
3,3041.22,67.3075230915768,22,Low,nasa_kc2
3,10,100,1,Low,nasa_kc1
3,1850.74,100,1,Low,nasa_kc1
6,10,100,1,Low,nasa_pc1
6,1565.81,30.44916850805609,145,Medium,nasa_kc1
5,1019.78,63.67,76,Low,nasa_kc1
3,385.37,79.2,10,Low,synthetic
3,10515.91,36.63973958903645,112,High,nasa_pc1
1,659.47,94.26,14,Low,nasa_kc1
25,10510.15,19.4,526,High,synthetic
2,650.61,96.6,12,Low,nasa_kc1
10,2440.23,54.89,92,Medium,nasa_pc1
10,8761.4,53.62,66,High,nasa_kc1
3,10,100,10,Low,nasa_kc1
1,534.45,77.77,10,Low,synthetic
12,4637.14,49.61,446,High,synthetic
6,1683.96,56.59305683473645,34,Medium,nasa_kc2
12,7686.86,52.72,372,High,synthetic
12,4491.12,35.93,237,High,nasa_kc1
8,1220.6,58.77,93,Medium,nasa_pc1
1,10,100,21,Low,nasa_pc1
1,10,100,1,Low,nasa_kc1
4,1109.23,100,1,Low,nasa_pc1
1,725.78,100,1,Low,nasa_pc1
1,969.87,100,1,Low,nasa_pc1
1,856.32,100,1,Low,nasa_kc2
11,1217.43,66.83,93,Medium,synthetic
1,1146.59,81.85,62,Low,synthetic
13,5851.1,36.62,281,High,synthetic
2,10,100,1,Low,nasa_pc1
1,10,93.3,57,Low,nasa_kc1
6,2555.93,67.52,44,Medium,nasa_pc1
2,551.18,100,1,Low,nasa_pc1
1,1174.41,71.3,48,Low,nasa_kc1
1,815.37,100,1,Low,nasa_kc1
13,9635.77,13.70517969624916,252,High,nasa_kc1
4,152.63,91.46,82,Low,synthetic
11,7652.91,37.14,188,High,nasa_kc1
1,325.69,100,1,Low,nasa_kc2
11,2700.25,37.68,254,High,nasa_kc1
4,1068.35,77.67,32,Low,nasa_pc1
1,611.94,100,1,Low,nasa_pc1
1,730.75,86.41,22,Low,nasa_kc1
1,205.09,86.94,32,Low,nasa_pc1
4,2901.63,69.27,39,Low,nasa_kc2
5,4295.05,55.57,79,Medium,nasa_pc1
30,13617.02,28.98,301,High,synthetic
2,273.02,85.79654366108413,14,Low,nasa_kc1
12,2728.69,66.47,166,Medium,synthetic
1,10,94.48,53,Low,nasa_kc2
1,1806.29,100,1,Low,nasa_kc1
1,44.42,100,6,Low,nasa_kc1
4,10,100,25,Low,nasa_kc1
1,10,100,1,Low,nasa_kc1
3,910.81,89.96,16,Low,nasa_kc1
7,2544.9,51.98,181,Medium,synthetic
1,10,100,22,Low,nasa_kc1
1,123.69,100,16,Low,nasa_pc1
1,10,100,1,Low,nasa_pc1
1,60.31,100,9,Low,nasa_pc1
2,10,100,11,Low,nasa_kc2
2,322.42,100,1,Low,nasa_pc1
8,7823.71,75.72,18,Medium,nasa_kc1
2,6859.8,56.25,68,Medium,nasa_kc2
7,437.83,99.9,37,Low,synthetic
7,472.91,96.69,5,Low,synthetic
4,1766.96,56.12,103,Medium,nasa_kc1
4,3386.48,36.72919495187092,101,Medium,nasa_kc1
1,1334.18,100,6,Low,nasa_pc1
3,456.26,77.17,44,Low,nasa_pc1
1,241.93,100,6,Low,nasa_pc1
7,3175.27,53.978128328464884,50,Medium,nasa_kc1
1,1671.01,89.43,14,Low,nasa_kc1
1,11008.22,43.03,134,Medium,nasa_kc1
1,671.02,100,1,Low,nasa_kc2
5,211.57,87.8663326799819,1,Low,nasa_kc1
13,14310.82,50.63,65,High,nasa_kc1
9,2524.31,51.20568688431697,59,Medium,nasa_kc1
9,4031.67,71.99,97,Medium,synthetic
2,496.84,79.68,63,Low,synthetic
3,74.05,100,1,Low,nasa_kc1
1,412.01,100,1,Low,nasa_pc1
2,251.66,86.69,30,Low,nasa_kc1
6,434.92,94.59,57,Low,synthetic
11,1969.19,62.43,61,Medium,nasa_pc1
6,9003.78,32.126560955316734,119,High,nasa_kc1
1,636.39,96.94,12,Low,nasa_kc1
7,10,81.05331571228594,53,Low,nasa_kc1
22,8299.12,48.74,271,High,synthetic
13,2199.81,73.19,230,Medium,synthetic
6,1989.57,67.81,92,Medium,synthetic
4,558.16,100,6,Low,nasa_kc1
18,7384.73,84.38064740958438,1,Medium,nasa_kc2
1,2938.51,80.71,20,Low,nasa_kc1
19,12311.07,40.04,442,High,synthetic
10,1484.2,53.13,199,Medium,synthetic
8,2675.02,54.52,94,Medium,nasa_kc1
1,141.51,94.31,11,Low,synthetic
6,5050.7,100,1,Medium,nasa_pc1
17,6344.45,46.96,100,High,nasa_kc1
4,488.05,100,3,Low,nasa_kc2
4,481.86,80.83,34,Low,nasa_pc1
5,10,100,25,Low,nasa_kc1
1,2334.42,66.12,53,Low,nasa_kc2
12,3717.66,73.36,118,Medium,synthetic
11,1898.96,53.16,221,High,synthetic
2,108.42,71.65744449726732,9,Low,nasa_kc1
8,13668.16,33.65,202,High,nasa_kc1
1,10,95.1,51,Low,nasa_pc1
34,13112.61,30.33,505,High,synthetic
2,10,100,1,Low,nasa_pc1
1,1019.64,94.49,12,Low,nasa_kc1
1,579.77,86.2,24,Low,nasa_kc2
1,449.53,83.77,45,Low,synthetic
4,2955.15,50.83,121,Medium,nasa_kc2
2,2734.79,66.01,50,Low,nasa_pc1
4,1796.26,73.52,35,Low,nasa_kc1
17,8075.07,46.88,299,High,synthetic
12,157.47,84.81,34,Low,nasa_kc1
4,4546.7,68.69,35,Medium,nasa_kc2
1,1433.41,89.11,15,Low,nasa_kc1
1,347.69,100,12,Low,nasa_kc2
6,1575.15,69.31,46,Medium,nasa_pc1
1,349.51,100,7,Low,nasa_pc1
28,8048.55,7.607282522494508,246,High,nasa_kc1
3,977.92,100,3,Low,nasa_kc1
4,10,100,30,Low,nasa_kc1
3,412.85,93.09,17,Low,nasa_kc1
8,3293.42,55.26,84,Medium,nasa_pc1
1,10,100,9,Low,nasa_pc1
11,966.21,53.877426998506216,54,Medium,nasa_kc1
7,2091.3,75.76,207,Medium,synthetic
2,10,100,33,Low,nasa_kc1
8,3360.37,57.498802508729845,46,Medium,nasa_pc1
8,5621.96,52.066322716783056,53,Medium,nasa_pc1
2,326.41,85.89,29,Low,nasa_kc1
2,262.78,97.7,15,Low,nasa_kc1
7,929.87,99.17,86,Low,synthetic
7,3034.32,34.92828857201117,94,Medium,nasa_kc1
3,1064.03,89.6467946409233,3,Low,nasa_kc1
1,10,95.75,49,Low,nasa_pc1
17,4342.65,39.22,313,High,synthetic
3,10,100,36,Low,nasa_kc1
4,10,80.21999244417263,12,Low,nasa_pc1
11,4537.29,75.94,162,High,synthetic
2,1142.7,95.08,11,Low,nasa_pc1
2,66.55,100,4,Low,nasa_kc2
2,512.19,81.95,32,Low,nasa_kc1
2,2640.03,100,1,Low,nasa_kc1
7,286.27,87.39937567872602,1,Low,nasa_kc1
17,12504.57,12.583290041923188,255,High,nasa_kc1
24,9373.75,25.87,467,High,synthetic
8,1811.67,45.96557115341796,48,Medium,nasa_kc2
2,388.96,100,7,Low,nasa_kc1
3,1930.83,71.21,40,Low,nasa_kc2
13,4081.31,100,1,Medium,nasa_kc2
15,552.08,17.019822752880007,296,High,nasa_kc1
8,4414.75,59.7,113,Medium,synthetic
6,2687.46,65.03,189,Medium,synthetic
6,1592.35,67.64,220,Medium,synthetic
4,1410.32,85.55,18,Low,nasa_kc1
1,7683.24,70.85,27,Medium,nasa_pc1
1,6068.69,100,1,Low,nasa_kc1
2,666.93,65.5563694594011,18,Low,nasa_kc1
2,2734.7,75.41,28,Low,nasa_kc1
1,393.83,100,10,Low,nasa_pc1
2,442.4,94.51,43,Low,synthetic
12,4881.12,73.77,234,High,synthetic
1,10,100,1,Low,nasa_kc1
1,10,100,6,Low,nasa_kc1
2,957.15,77.53,29,Low,synthetic
25,8007.42,83.71735052010996,1,High,nasa_kc1
11,210.91,87.08102854460112,9,Low,nasa_kc2
1,10,100,37,Low,nasa_pc1
17,710.14,69.57,50,Medium,nasa_kc2
7,1926.17,100,1,Low,nasa_kc1
2,1216.18,100,4,Low,nasa_pc1
4,4151.72,56.6,76,Medium,nasa_kc1
6,3549.27,80.29,18,Low,nasa_kc1
4,5053.39,20.420039606559676,194,High,nasa_kc2
3,1233.68,66.18,63,Low,nasa_kc1
13,3598.63,53.91,125,Medium,synthetic
1,407.78,100,4,Low,nasa_pc1
9,10,65.32477887320417,49,Low,nasa_kc1
9,4654.72,55.33,236,High,synthetic
28,5661.88,16.47,340,High,synthetic
1,10,100,1,Low,nasa_pc1
1,644.59,83.74,27,Low,nasa_kc1
1,1086.49,86.72,19,Low,nasa_kc1
4,2874.47,62.34,60,Medium,nasa_pc1
12,4821.56,60.58,203,High,synthetic
1,339.72,100,1,Low,nasa_kc1
3,1089.87,77.8,32,Low,nasa_pc1
1,298.74,100,1,Low,nasa_kc1
7,921.22,62.38848151520697,30,Medium,nasa_kc1
3,10,89.33039657285937,22,Low,nasa_pc1
1,10,100,12,Low,nasa_kc1
1,2090.95,97.33,8,Low,nasa_kc1
15,4051.06,39.74706198694278,58,High,nasa_pc1
1,817.04,98.6,10,Low,nasa_kc1
7,3466.73,70.42,213,Medium,synthetic
10,2098.74,64.23,115,Medium,synthetic
26,13644.33,41.03,533,High,synthetic
3,904.76,52.10925076904966,41,Low,nasa_kc1
14,5783.93,44.85,556,High,synthetic
2,4128.62,91.65,9,Low,nasa_pc1
4,523.4,100,1,Low,nasa_kc1
7,876.96,83.45,89,Low,synthetic
12,4661.45,55.19,231,High,synthetic
12,2662.66,64.03,109,Medium,synthetic
1,2267.28,62.72,66,Medium,nasa_kc1
2,1520.53,56.59,108,Medium,nasa_kc1
4,1949.98,99.16,7,Low,nasa_kc1
6,10,100,15,Low,nasa_kc1
1,427.14,100,6,Low,nasa_kc2
6,1452.09,70.46,44,Low,nasa_kc1
2,10,94.87,51,Low,nasa_pc1
8,2476.43,40.31999889147568,52,Medium,nasa_kc1
4,631.27,52.92995843081547,38,Low,nasa_kc1
1,10,100,22,Low,nasa_kc2
4,10,100,1,Low,nasa_pc1
1,207.19,98.12,16,Low,nasa_kc1
1,240.33,86.55,39,Low,synthetic
36,22661.37,13.84,392,High,nasa_kc1
3,2317.04,62.9,63,Medium,nasa_kc1
4,10,100,36,Low,nasa_kc1
8,7549.43,100,1,Medium,nasa_kc1
17,10058.4,24.1930334598812,164,High,nasa_kc1
6,5207.16,51.02581052762868,45,Medium,nasa_pc1
1,292.86,98.48,14,Low,nasa_pc1
17,16745.81,13.878840813185853,197,High,nasa_kc1
2,2856.42,59.66,73,Medium,nasa_pc1
2,1051.2,81.89,35,Low,synthetic
2,10,100,22,Low,nasa_pc1
1,418.58,100,8,Low,nasa_pc1
6,1470.84,54.22070634256886,47,Medium,nasa_pc1
2,372.04,100,10,Low,nasa_kc1
7,6196.03,54.48,73,Medium,nasa_pc1
7,212.36,78.06,97,Low,synthetic
8,4461.71,54.68,79,Medium,nasa_pc1
2,427.78,100,1,Low,nasa_kc1
4,1245.91,61.97121335985507,24,Low,nasa_kc1
3,5967.68,54.11,80,Medium,nasa_kc1
13,9776.49,54.27,491,High,synthetic
2,281.86,97.33,15,Low,nasa_pc1
3,776.22,82.31,27,Low,nasa_pc1
17,9925.5,21.60462462629296,91,High,nasa_kc1
1,632.8,83.25,28,Low,nasa_kc2
25,4934.62,20.337910812357308,194,High,nasa_kc1
2,10,100,1,Low,nasa_kc2
7,2554.94,56.06,88,Medium,nasa_kc1
1,165.93,100,1,Low,nasa_pc1
6,11912.5,4.13934800416191,486,High,nasa_kc1
1,10,100,16,Low,nasa_kc1
1,1462.97,94.03,11,Low,nasa_kc1
3,270.42,97.32,15,Low,nasa_kc1
7,10,71.1762725225516,23,Low,nasa_kc1
1,10,88.85,75,Low,nasa_pc1
19,13879.82,38.12,397,High,synthetic
1,492.8,92.63,17,Low,nasa_pc1
2,1160.55,83.77,22,Low,nasa_kc1
13,3463.58,55.2,220,High,synthetic
8,3169.44,67.01,236,Medium,synthetic
6,3656.38,91.36,9,Low,nasa_kc1
1,910.99,81.94,27,Low,nasa_kc1
2,669.52,75.77,43,Low,nasa_kc1
12,3713.46,60.97,144,Medium,synthetic
7,2491.14,49.111900395566195,37,Medium,nasa_kc1
12,4162.12,65.28,157,High,synthetic
8,1777.18,78.1,25,Medium,nasa_pc1
5,4636.67,62.91,49,Medium,nasa_kc2
2,2588.62,94.08,9,Low,nasa_pc1
8,10,100,32,Low,nasa_kc1
4,468.66,100,1,Low,nasa_kc1
1,538.74,100,1,Low,nasa_kc1
14,2254.59,52.43,110,Medium,synthetic
2,10,100,1,Low,nasa_kc1
32,12146.17,25.89,434,High,synthetic
23,10875.98,2.1197109397748086,434,High,nasa_kc1
22,20292.72,0,321,High,nasa_kc1
3,471.53,83.2,30,Low,nasa_kc1
5,1186.75,100,1,Low,nasa_pc1
5,4338.54,86.38279924543161,1,Low,nasa_kc2
16,5668.92,20.032751221975957,122,High,nasa_kc1
1,1221.62,83.73,22,Low,nasa_kc2
3,4344.36,46.35,143,Medium,nasa_pc1
6,2969.5,30.338407682266883,97,Medium,nasa_kc1
2,490.39,85.54,26,Low,nasa_pc1
6,986.8,93.01,20,Low,synthetic
6,4498.69,88.58,10,Medium,nasa_kc1
20,17539.25,0.6849525703203092,243,High,nasa_kc1
1,310.88,100,8,Low,nasa_pc1
31,8526.46,9.865485647940325,199,High,nasa_kc1
6,1301.19,80.76,24,Low,synthetic
23,4774.0,33.81,234,High,synthetic
1,787.86,83.94,25,Low,nasa_kc1
2,10,100,16,Low,nasa_kc2
3,3475.14,79.38,20,Low,nasa_pc1
18,8745.13,30.01,420,High,synthetic
3,760.76,88.11,19,Low,nasa_kc1
1,242.43,88.83,27,Low,nasa_kc1
8,5981.67,18.063708565863678,211,High,nasa_kc2
25,5312.92,42.46,364,High,synthetic
3,3321.29,100,1,Low,nasa_kc1
2,10,100,16,Low,nasa_pc1
9,2883.53,55.53,85,Medium,nasa_kc1
18,9178.77,25.72195854817731,172,High,nasa_kc1
2,1914.02,66.62,54,Low,nasa_pc1
1,10,100,15,Low,nasa_pc1
2,10,100,1,Low,nasa_kc1
14,5935.3,28.1,245,High,synthetic
1,283.8,92.08,21,Low,nasa_pc1
1,2542.1,58.41,83,Medium,nasa_kc1
1,197.63,100,5,Low,nasa_kc1
3,562.33,88.6,14,Low,synthetic
1,585.33,100,1,Low,nasa_pc1
17,2809.76,18.199021024609575,305,High,nasa_kc1
1,6124.01,100,1,Low,nasa_kc1
2,119.21,99.78,17,Low,nasa_kc1
2,436.17,98.68,12,Low,nasa_pc1
2,1967.54,66.18,55,Low,nasa_pc1
2,94.12,100,2,Low,nasa_pc1
3,1107.07,78.38,66,Low,synthetic
2,275.44,79.05,18,Low,synthetic
3,10,97.41,43,Low,nasa_pc1
11,2960.8,57.97,173,High,synthetic
5,10,100,18,Low,nasa_pc1
29,10,35.57552926975838,272,High,nasa_kc1
2,4050.18,100,1,Low,nasa_kc2
31,14454.22,17.87,595,High,synthetic
3,125.66,92.97182979675257,13,Low,nasa_pc1
5,1171.64,100,4,Low,nasa_kc1
1,697.39,77.44,85,Low,synthetic
8,10,73.54434503623135,82,Low,nasa_kc1
4,804.43,90.95,51,Low,synthetic
24,10241.71,50.7,312,High,synthetic
1,209.15,97.09,17,Low,nasa_kc1
41,16974.34,1.4632808956087615,187,High,nasa_kc1
2,55.23,100,1,Low,nasa_kc2
1,17.0,100,1,Low,nasa_pc1
4,367.6,93.52,21,Low,synthetic
9,4258.48,62.36,223,High,synthetic
4,3718.67,82.41,16,Low,nasa_kc1
9,10,77.4607126825963,40,Low,nasa_kc1
2,673.32,92.81,15,Low,nasa_kc2
4,545.52,94.02,71,Low,synthetic
8,9325.33,35.88,199,High,nasa_kc2
3,10,100,17,Low,nasa_kc1
4,2016.12,74.88,31,Low,nasa_pc1
8,2558.29,57.9,231,Medium,synthetic
9,10,70.81848926167586,28,Low,nasa_kc1
8,1549.06,73.84,34,Medium,nasa_kc1
6,4581.84,59.51,139,Medium,synthetic
1,1073.21,100,1,Low,nasa_pc1
9,3455.64,67.17,135,Medium,synthetic
5,108.9,98.64,18,Low,nasa_kc1
11,5025.87,100,1,Medium,nasa_pc1
1,10,83.1,107,Low,nasa_pc1
3,10,100,1,Low,nasa_kc1
3,1304.2,90.0,15,Low,synthetic
28,8171.87,35.873009455554204,77,High,nasa_kc1
4,177.51,84.69475318124528,1,Low,nasa_pc1
28,10065.55,20.724811937891047,115,High,nasa_kc1
1,67.25,100,1,Low,nasa_pc1
9,11343.05,16.821316521098232,216,High,nasa_kc1
11,10,67.67792380659404,81,Medium,nasa_kc1
1,10,100,19,Low,nasa_kc2
10,3170.33,73.1,221,Medium,synthetic
2,459.53,79.31,39,Low,nasa_kc1
5,2172.44,58.31,83,Medium,nasa_pc1
21,4793.15,32.5427019063048,68,High,nasa_kc1
1,779.2,85.35,23,Low,nasa_kc1
1,9693.13,69.65,27,Medium,nasa_kc2
3,10,100,24,Low,nasa_kc1
12,14165.39,39.19,134,High,nasa_kc1
2,10,100,1,Low,nasa_pc1
5,7724.24,58.38,55,Medium,nasa_kc1
1,131.49,91.42,28,Low,nasa_pc1
25,16075.99,0,282,High,nasa_kc1
13,6183.83,100,1,Medium,nasa_kc1
3,2776.42,77.6,24,Low,nasa_pc1
6,10,68.3822342034712,58,Low,nasa_kc1
2,236.34,89.97,25,Low,nasa_pc1
1,416.37,100,1,Low,nasa_kc1
8,2577.86,47.14,150,Medium,nasa_pc1
6,10,100,24,Low,nasa_pc1
3,10,100,34,Low,nasa_kc1
3,913.43,98.11,13,Low,synthetic
1,716.56,100,7,Low,nasa_kc1
1,81.14,100,14,Low,nasa_pc1
2,438.64,100,3,Low,nasa_kc2
19,6475.45,37.8,170,High,nasa_kc1
9,2468.37,56.67887234372601,35,Medium,nasa_pc1
13,4073.1,53.39,228,High,synthetic
1,965.3,92.28,14,Low,nasa_kc2
16,8123.86,13.05,424,High,synthetic
1,717.58,100,1,Low,nasa_kc1
12,4924.33,52.77,145,High,synthetic
3,109.11,100,6,Low,nasa_kc1
6,2115.35,68.5,44,Medium,nasa_pc1
12,1579.26,77.54,124,Medium,synthetic
1,10,100,11,Low,nasa_pc1
2,10,100,1,Low,nasa_kc1
3,10,100,4,Low,nasa_kc1
4,490.74,99.02,11,Low,nasa_kc1
2,2033.61,100,6,Low,nasa_kc1
10,2897.81,53.65,94,Medium,nasa_kc1
3,398.48,83.17237770802801,13,Low,nasa_pc1
2,278.1,100,1,Low,nasa_kc1
23,11075.91,15.468422164833981,90,High,nasa_kc1
16,11310.5,37.19,154,High,nasa_kc1
12,2990.42,74.42,145,Medium,synthetic
1,73.8,100,13,Low,nasa_kc1
6,175.26,81.59,30,Low,synthetic
4,924.78,91.29,15,Low,synthetic
3,453.77,100,1,Low,nasa_kc1
3,36.86,100,13,Low,nasa_pc1
3,1587.77,81.19,23,Low,nasa_pc1
1,1165.8,76.46,35,Low,nasa_kc1
15,11450.07,1.6472682219465078,299,High,nasa_kc1
24,8720.75,13.49,363,High,synthetic
1,10,100,23,Low,nasa_kc1
1,1474.89,93.98,11,Low,nasa_pc1
1,42.54,92.77,37,Low,nasa_kc1
7,1319.01,77.48,29,Low,nasa_kc1
15,13135.2,36.04,505,High,synthetic
29,13742.53,49.25,535,High,synthetic
6,5147.84,51.58,94,Medium,nasa_pc1
10,10982.92,38.48323969796776,69,High,nasa_kc1
8,10,83.08,97,Low,nasa_kc1
13,11833.96,37.26,443,High,synthetic
20,7150.66,100,1,Medium,nasa_kc1
5,10,83.31964313073293,39,Low,nasa_pc1
12,3047.66,72.72,193,Medium,synthetic
7,2911.32,56.95,92,Medium,synthetic
1,163.07,93.49,23,Low,nasa_kc2
7,4525.03,100,1,Medium,nasa_pc1
1,10,100,14,Low,nasa_kc1
1,10,100,11,Low,nasa_kc1
16,10,79.95,105,Medium,nasa_pc1
12,3091.27,66.55,185,Medium,synthetic
2,8738.03,54.99,68,Medium,nasa_kc1
13,1681.11,61.55,82,Medium,synthetic
4,2577.5,52.94,111,Medium,nasa_kc1
1,10,98.64,41,Low,nasa_kc1
2,127.86,78.88,97,Low,synthetic
